ID_CLIENTE,SAFRA_REF,PROBABILIDADE_INADIMPLENCIA
5058298901476893676,2021-07,0.000865643135663535
274692171162531764,2021-07,0.012112217808260477
274692171162531764,2021-07,0.011244061178883803
274692171162531764,2021-07,0.011244061178883803
465309249432033993,2021-07,0.0021993388780967
465309249432033993,2021-07,0.002267324846509901
465309249432033993,2021-07,0.0022409998450203285
465309249432033993,2021-07,0.0021738015146740897
5883155883105348987,2021-07,0.010616121524044531
5883155883105348987,2021-07,0.008580562910264086
4489904752023469353,2021-07,0.05291313359444074
3355881107559250653,2021-07,0.0006232183994640359
3355881107559250653,2021-07,0.0008080230410414422
3355881107559250653,2021-07,0.0008741258384930646
3355881107559250653,2021-07,0.0017070362459672215
3355881107559250653,2021-07,0.001771644761936878
3355881107559250653,2021-07,0.0014380528598582913
3355881107559250653,2021-07,0.0008080230410414422
6330043096034525408,2021-07,0.04653649675433992
6330043096034525408,2021-07,0.048708897111333076
6964108750473070287,2021-07,0.0017263706540720256
6964108750473070287,2021-07,0.0014050069702593972
6964108750473070287,2021-07,0.001246924812430121
6964108750473070287,2021-07,0.0012735895203341647
6964108750473070287,2021-07,0.0012638976392202706
6964108750473070287,2021-07,0.0012839579325499726
6964108750473070287,2021-07,0.0012839579325499726
6964108750473070287,2021-07,0.0012735895203341647
6964108750473070287,2021-07,0.001690242265996594
6964108750473070287,2021-07,0.0012735895203341647
6964108750473070287,2021-07,0.001246924812430121
6964108750473070287,2021-07,0.0012631480629373224
6964108750473070287,2021-07,0.0010364234824075278
6964108750473070287,2021-07,0.0012839579325499726
6964108750473070287,2021-07,0.0012839579325499726
6964108750473070287,2021-07,0.0014050069702593972
4008627434689715639,2021-07,0.15112431300841073
4008627434689715639,2021-07,0.23391308712925304
4008627434689715639,2021-07,0.0959420658797006
5757271354816214865,2021-07,0.6503533447641856
5757271354816214865,2021-07,0.7702634994083923
5757271354816214865,2021-07,0.6817269769789236
5757271354816214865,2021-07,0.6458508797495323
5757271354816214865,2021-07,0.6458508797495323
5757271354816214865,2021-07,0.701527806245058
5757271354816214865,2021-07,0.6897127342436049
5757271354816214865,2021-07,0.6506015502349219
5757271354816214865,2021-07,0.7088966509254933
5757271354816214865,2021-07,0.6516112894364203
5757271354816214865,2021-07,0.6276869263417441
5757271354816214865,2021-07,0.7702634994083923
5757271354816214865,2021-07,0.6481065126147059
5757271354816214865,2021-07,0.7088966509254933
5757271354816214865,2021-07,0.7088966509254933
8909740532547211288,2021-07,0.0013302338435587475
8909740532547211288,2021-07,0.0009226303591588007
8909740532547211288,2021-07,0.0006641261054778956
4045739494965095560,2021-07,0.0006031680200391679
4045739494965095560,2021-07,0.0003787365409413384
4045739494965095560,2021-07,0.0006785647073643906
6759864637454708017,2021-07,0.004490732604110561
6759864637454708017,2021-07,0.005984906680553704
6759864637454708017,2021-07,0.004620512439518339
6759864637454708017,2021-07,0.005984906680553704
6759864637454708017,2021-07,0.004490732604110561
6759864637454708017,2021-07,0.005984906680553704
6134696632487351445,2021-07,0.0005534509057764206
6134696632487351445,2021-07,0.0005154771989440028
6134696632487351445,2021-07,0.0005534509057764206
5373371196946859811,2021-07,0.01548169339599475
3095686599956852697,2021-07,0.0006176664736748861
3095686599956852697,2021-07,0.0007243164778532106
3095686599956852697,2021-07,0.0005691454320945847
1616952665234409442,2021-07,0.025047306894035323
1616952665234409442,2021-07,0.023547815740903012
1088521227159442264,2021-07,0.004282297481727013
1088521227159442264,2021-07,0.004343471072418285
1088521227159442264,2021-07,0.004650564321976246
8529899700094903171,2021-07,0.0015834168485498097
8529899700094903171,2021-07,0.0025478589603460935
8529899700094903171,2021-07,0.0015358063399228351
8529899700094903171,2021-07,0.0015358063399228351
8529899700094903171,2021-07,0.0015834168485498097
8529899700094903171,2021-07,0.0015892320518069033
8529899700094903171,2021-07,0.0015892320518069033
499242942549937267,2021-07,0.020302065257893968
499242942549937267,2021-07,0.13976468216353266
499242942549937267,2021-07,0.13976468216353266
499242942549937267,2021-07,0.016900722878752144
499242942549937267,2021-07,0.016900722878752144
499242942549937267,2021-07,0.020302065257893968
499242942549937267,2021-07,0.016100449387821368
499242942549937267,2021-07,0.020302065257893968
499242942549937267,2021-07,0.021075728766872664
5897410907783139228,2021-07,0.0010590238560253093
5897410907783139228,2021-07,0.0004633879044815335
5897410907783139228,2021-07,0.0004850059647629967
5897410907783139228,2021-07,0.0004455105321871315
2083323809219952960,2021-07,0.0020044924333794596
2083323809219952960,2021-07,0.0018358196144268673
2083323809219952960,2021-07,0.0018358196144268673
2083323809219952960,2021-07,0.0018358196144268673
2083323809219952960,2021-07,0.001140699433137423
2083323809219952960,2021-07,0.0021690190794625324
2083323809219952960,2021-07,0.0010403232634036272
2083323809219952960,2021-07,0.00565234142969876
2083323809219952960,2021-07,0.00770996437006534
2083323809219952960,2021-07,0.0025996488856821847
1953058402621337677,2021-07,0.00207158245365529
1953058402621337677,2021-07,0.0014808638688547932
1953058402621337677,2021-07,0.0008140218845190477
1953058402621337677,2021-07,0.003497077307122396
3408536439470975134,2021-07,6.936421574823243e-05
3408536439470975134,2021-07,6.936421574823243e-05
3408536439470975134,2021-07,6.936421574823243e-05
3408536439470975134,2021-07,4.7714388957282273e-05
5687511145009775604,2021-07,0.029367688340003858
5687511145009775604,2021-07,0.880880966712833
7485107528960607346,2021-07,0.014080772819847752
7485107528960607346,2021-07,0.030940336386657545
531805620371082364,2021-07,0.007717109858955614
5761480994209806499,2021-07,0.00017485115667267802
5761480994209806499,2021-07,0.00016238600273976413
5761480994209806499,2021-07,0.0001422009008860592
5761480994209806499,2021-07,0.00016303241531273065
5761480994209806499,2021-07,0.00012593245779687217
5761480994209806499,2021-07,0.00016303241531273065
5761480994209806499,2021-07,0.00012593245779687217
5761480994209806499,2021-07,0.000197440568893271
5761480994209806499,2021-07,9.367446432310447e-05
5761480994209806499,2021-07,0.00010476754958599636
5761480994209806499,2021-07,8.899935046803692e-05
5761480994209806499,2021-07,0.00012593245779687217
5761480994209806499,2021-07,0.00025216379119881254
5761480994209806499,2021-07,0.00018624677278162937
5761480994209806499,2021-07,0.0001422009008860592
5761480994209806499,2021-07,0.00012593245779687217
4762256864594914240,2021-07,0.001433199319314081
8570963260597299378,2021-07,0.0005475655574000595
5974858472822751652,2021-07,0.0015883378575421827
3421433989501830226,2021-07,0.9075890748329466
4327694790333781288,2021-07,0.00019410316538790354
4327694790333781288,2021-07,0.0001804518045137082
8173830874846355280,2021-07,6.972303637017713e-05
8173830874846355280,2021-07,6.972303637017713e-05
8173830874846355280,2021-07,7.310751136629863e-05
8173830874846355280,2021-07,7.600199411616317e-05
8173830874846355280,2021-07,7.600199411616317e-05
8173830874846355280,2021-07,7.310751136629863e-05
8173830874846355280,2021-07,6.972303637017713e-05
8173830874846355280,2021-07,8.941096138293185e-05
8173830874846355280,2021-07,0.0001338639154399256
8173830874846355280,2021-07,7.248353022905217e-05
2347028805684088098,2021-07,2.9960005445533413e-05
3632378524835692731,2021-07,0.0007745065750869385
3632378524835692731,2021-07,0.0007745065750869385
3632378524835692731,2021-07,0.0007745065750869385
2033394215069562776,2021-07,0.026452144980510614
2033394215069562776,2021-07,0.05352557089157153
2033394215069562776,2021-07,0.05352557089157153
2033394215069562776,2021-07,0.05352557089157153
3285246914299291124,2021-07,0.0003910251973424075
3285246914299291124,2021-07,0.0005689950352221202
3285246914299291124,2021-07,0.0004315899071379662
3285246914299291124,2021-07,0.0004913573608819717
2929243640075785940,2021-07,0.0008081155897059707
2929243640075785940,2021-07,0.0013781713644192047
2929243640075785940,2021-07,0.0012891845114126896
2929243640075785940,2021-07,0.001228547973804745
2929243640075785940,2021-07,0.000993140940085283
2407532237672094312,2021-07,0.03238633462610155
2407532237672094312,2021-07,0.04342148671089455
2407532237672094312,2021-07,0.01731996261168493
5635781225931111684,2021-07,0.004399802684952437
5635781225931111684,2021-07,0.005835289086246945
1235244772550233980,2021-07,0.00013463122031755152
1235244772550233980,2021-07,8.478718161705206e-05
1235244772550233980,2021-07,0.0002999539494977472
4365965554261111250,2021-07,0.06364230476070577
5162636608292907782,2021-07,0.02838253554711766
8248484932270772248,2021-07,0.01784661662616211
924957821424248698,2021-07,0.0007652181810668997
924957821424248698,2021-07,0.0005922733661635898
924957821424248698,2021-07,0.0005922733661635898
6828316696355015040,2021-07,0.006385103841938616
8409181491723988567,2021-07,0.0009264919620597025
8409181491723988567,2021-07,0.0012775743661708175
8409181491723988567,2021-07,0.012060243425721406
8409181491723988567,2021-07,0.0012775743661708175
4532469127306079736,2021-07,0.0019431350957449973
7664272163315705419,2021-07,0.008927158862092421
7664272163315705419,2021-07,0.009251148434387119
9206030810342980458,2021-07,0.009965875238714755
9206030810342980458,2021-07,0.010653900291645434
9206030810342980458,2021-07,0.01181665096433508
5810778736737569699,2021-07,0.001436489051690666
5810778736737569699,2021-07,0.0009645893918202947
1366416810235233769,2021-07,0.002006076088172368
1366416810235233769,2021-07,0.002480279673444497
1366416810235233769,2021-07,0.001888486923752155
1366416810235233769,2021-07,0.01701980708498808
1366416810235233769,2021-07,0.002480279673444497
1366416810235233769,2021-07,0.0024754752103289287
8067924767167570288,2021-07,0.009486063443948211
7908414709866823255,2021-07,0.0012780820649644993
7908414709866823255,2021-07,0.0011949420419803466
7908414709866823255,2021-07,0.0011566180691233744
7908414709866823255,2021-07,0.0011566180691233744
8994944800097997361,2021-07,0.002568655202971617
8994944800097997361,2021-07,0.002396089612655459
6950439982480713649,2021-07,0.03505228607032834
6950439982480713649,2021-07,0.03505228607032834
8901696535927078963,2021-07,0.001331964586795553
8901696535927078963,2021-07,0.0011439017226072452
8901696535927078963,2021-07,0.0013129488059371742
8901696535927078963,2021-07,0.0016288837918682494
8901696535927078963,2021-07,0.0012684796556619864
8901696535927078963,2021-07,0.0012019413187817748
8901696535927078963,2021-07,0.0010301654138419162
6204723742351094322,2021-07,0.010279888081936904
3095408468798675621,2021-07,0.00016455846454773045
3095408468798675621,2021-07,0.000276099028694011
7722287846688771887,2021-07,0.004343508014381111
312543480920432545,2021-07,0.04411528943723923
312543480920432545,2021-07,0.0003172573560733706
312543480920432545,2021-07,0.00024796191350947796
6394935036014530592,2021-07,0.003156113799685191
6394935036014530592,2021-07,0.007096526257333595
3281617395243454427,2021-07,0.029827219407356304
1115703227712697214,2021-07,0.0009087733118942191
1115703227712697214,2021-07,0.0010317930185671693
8185063234515056194,2021-07,0.000581918283657842
8185063234515056194,2021-07,0.000594853196602227
8185063234515056194,2021-07,0.000646392266746678
8185063234515056194,2021-07,0.0005233106687411627
8185063234515056194,2021-07,0.0008895615165099501
7492389223353246125,2021-07,0.010898298627879315
7492389223353246125,2021-07,0.10533247869292425
7492389223353246125,2021-07,0.016295343959271288
6217788509719675691,2021-07,0.010870187217081252
6217788509719675691,2021-07,0.0011552980828983279
8716163053080758848,2021-07,0.0030997788731224564
8716163053080758848,2021-07,0.004527838090400687
8716163053080758848,2021-07,0.004686584420850823
8716163053080758848,2021-07,0.006939041477994719
8716163053080758848,2021-07,0.005423382195366492
8716163053080758848,2021-07,0.00377494048803271
324916756972236008,2021-07,0.006498754917659999
